row_id,utc,actor,role,venue,event,names_metr,metr_language,views,url,source_note,notes
IF96,2026-09-12 21:39,Anuja Uppuluri (@heyanuja),"Coefficient Giving Technical AI Safety team (Tailwind); ex-Anthropic, per her own Sep 9 and Dec 2025 posts (IF132, IF133); not on the public team page fetched 2026-09-14",X post (links to Graham; quotes own Sep 9 Tailwind post),"Says ""my team and I at Coefficient Giving"" want to fund projects through Tailwind; links Graham’s thousand-METRs post and quote-posts her own Sep 9 announcement (2097710124731109677), which says she left Anthropic and works on Coefficient’s Technical AI Safety team.",no,"There is a LOT of money my team and I at Coefficient Giving want to give out via Tailwind, LOCK IN ‼️ We may be in the good timeline rn, let AI Safety FLOURISH!!!!",9992,https://x.com/heyanuja/status/2098889296304324940,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:16.768057+00:00; research/audit2-evidence/fx-2098889296304324940.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; founder-call chain step 4 | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)"", ""venue"": ""X post (quote of Graham)"", ""event"": ""\""There is a LOT of money my team and I at Coefficient Giving want to give out via Tailwind, LOCK IN\""; quote-posts Graham's \""thousand METRs\""""}. See research/AUDIT-2.md and audit2-evidence/."
IF97,2026-09-12 21:16,Glenn Matlin (@GlennMatlin),Georgia Tech Computer Science PhD affiliation; MATS fellow (bio does not specify student versus graduate),X post (reply to Graham),"""I am proposing for this now with CG through MATS""; asks Graham to connect on the proposed org, ""directly relates to your role at A\""",no,Hi Logan I am proposing for this now with CG through MATS. Would you be willing to connect re the proposed org? Directly relates to your role at A\ as well,149,https://x.com/GlennMatlin/status/2098883378380456301,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:17.431061+00:00; research/audit2-evidence/fx-2098883378380456301.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; founder-call chain step 5 | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/. | audit-2 2026-09-14: was {""role"": ""Georgia Tech PhD student; MATS fellow""}; educational stage inferred from bio, not stated."
IF98,2026-09-12 16:54,Halvar Flake (@halvarflake),security researcher,X post,"Agrees with Khlaaf: ""METR doesn't meet the bar for me personally to deem them either independent or scientific""",yes,I couldn't agree more with Heidy on this. METR doesn't meet the bar for me personally to deem them either independent or scientific.,15578,https://x.com/halvarflake/status/2098817590114083118,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:18.016700+00:00; research/audit2-evidence/fx-2098817590114083118.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF99,2026-09-13 07:22,Alec Muffett (@AlecMuffett),security engineer/consultant (own page: https://alecmuffett.com/about),X post (quote of Linares),"""After 40+ years in 'cybersecurity', I agree.""",no,"After 40+ years in ""cybersecurity"", I agree.",20008,https://x.com/AlecMuffett/status/2099035935610413498,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:18.582227+00:00; research/audit2-evidence/fx-2099035935610413498.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)"", ""role"": ""security engineer""}. See research/AUDIT-2.md and audit2-evidence/."
IF100,2026-09-13 21:12,Joshua Saxe (@joshua_saxe),Abundant Security co-founder; ex-Meta AI/security,X post,"Defends METR against security critics: ""among the only non profit centers of AI safety excellence""; ""many at METR gave up generational wealth to work there""; ""Security people should go work there""",yes,"With genuine due respect to Heidy, the trend around security folks vilifying METR is not a step towards making the world a better place. They are among the only non profit centers of AI safety excellence in the US and the world. Without knowing the details, many at METR gave up generational wealth to work there. Security people should go work there.",14043,https://x.com/joshua_saxe/status/2099244809919590598,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:18.968442+00:00; research/audit2-evidence/fx-2099244809919590598.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security; only located security-community defense | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF101,2026-09-13 22:54,Timnit Gebru (@timnitGebru),DAIR founder,X post (reply to Linares),"""this unscientific, pseudoscientific crop of people taking over""",no,"Thank you. But who is going to listen? Some of in the field of ""AI"" have been seeing this unscientific, pseudoscientific crop of people taking over and speaking up over and over again",8160,https://x.com/timnitGebru/status/2099270434139373661,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:19.504426+00:00; research/audit2-evidence/fx-2099270434139373661.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF102,2026-09-13 12:24,Vishal Misra (@vishalmisra),Columbia Engineering vice dean,X post (quote of Linares),"""bizarre that those professionals have not been shown the evidence despite repeated requests""",no,Cybersecurity is a fairly mature field and it is bizarre that those professionals have not been shown the evidence despite repeated requests.,6681,https://x.com/vishalmisra/status/2099111914592706651,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:19.867971+00:00; research/audit2-evidence/fx-2099111914592706651.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF103,2026-09-13 08:00,Jamieson O'Reilly (@theonejvo),Dvuln founder; frontier offense and defence at Aether (bio does not explicitly say Aether founder),X post (reply to Linares),"Says security practitioners are ""being grossly misrepresented by people who are larping as being experts to conduct lawfare and generational collusion""",no,"security people need to take our shit back ... the technical aspects of cyber as a science ... are being grossly misrepresented by people who are larping as being ""experts"" to conduct lawfare and generational collusion.",27904,https://x.com/theonejvo/status/2099045415395942828,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:20.519561+00:00; research/audit2-evidence/fx-2099045415395942828.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)"", ""role"": ""security founder (Dvuln, Aether)""}. See research/AUDIT-2.md and audit2-evidence/."
IF104,2026-09-13 07:23,Greg Linares (@Laughing_Mantis),security researcher,X post (reply),"Calls the incident narrative ""coordinated fabrication"" meant to persuade regulators ""that a corrupt company should be evaluating all of these incidents""; ""I'm willing to put my entire career behind it""",no,"It's coordinated fabrication being used to sway the public, governmental oversight committees, regulators ... and that a corrupt company should be evaluating all of these incidents. I'm willing to put my entire career behind it as well.",6224,https://x.com/Laughing_Mantis/status/2099036111297253614,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:20.991951+00:00; research/audit2-evidence/fx-2099036111297253614.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF105,2026-09-13 10:31,Greg Linares (@Laughing_Mantis),security researcher,X post (reply),"His bill of particulars: no evidence shown to security researchers who asked; no recognized incident-response firm report; inexperienced investigators; ""negligent test scenarios and invalid sandbox environment""; no outside replication",no,"The lack of evidence presented even when respected members of cybersecurity requested for it publicly

The failure to use any industry recognized Incident response firm to provide a public report for all incidents 

The clear and obvious lack of experience when conducting investigations being demonstrated

The negligent test scenarios and invalid sandbox environment set up during all of these conditions

The lack of transparency and refusal to include any of the cybersecurity as a whole to review, replicate, or validate any finding, policy review, capability review or as an expert in actual offensive or defensive cybersecurity activities. 

I could go on",5041,https://x.com/Laughing_Mantis/status/2099083438250717502,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:21.345986+00:00; research/audit2-evidence/fx-2099083438250717502.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)"", ""metr_language"": ""The lack of evidence presented even when respected members of cybersecurity requested for it publicly. The failure to use any industry recognized Incident response firm to provide a public report for all incidents. The clear and obvious lack of experience when conducting investigations. The negligent test scenarios and invalid sandbox environment set up. The lack of transparency and refusal to include any of the cybersecurity as a whole to review, replicate, or validate any finding""}. See research/AUDIT-2.md and audit2-evidence/."
IF106,2026-09-13 15:06,Greg Linares (@Laughing_Mantis),security researcher,X post (reply to Barry),"""METR cannot now nor ever be considered a neutral or reliable source of evaluation""; analogy to a vendor buying the scoring company; says the alignment story ""falls apart when there's no sandbox to break out""",yes,If I were a fraudulent company trying to sell a product I would definitely invest and buy out the scoring company grading the product ... METR cannot now nor ever be considered a neutral or reliable source of evaluation.,3030,https://x.com/Laughing_Mantis/status/2099152751145984345,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:21.885187+00:00; research/audit2-evidence/fx-2099152751145984345.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security; answers IF80 | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF107,2026-09-13 12:38,Florian Magin (@0x464D),security researcher (speaker-written profile https://sessionize.com/florian-magin/; X bio is empty),X post,"""METR is in no way an authority for IT security, their area is model capability evaluations, but emergent agent coordination is a model question, not a security question""",yes,"The labs/METR/AI-Safety people are treating it as an AI-containment incident, not an IT-Security incident. METR is in no way an authority for IT security, their area is model capability evaluations, but emergent agent coordination is a model question, not a security question",5609,https://x.com/0x464D/status/2099115392950034830,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:22.122645+00:00; research/audit2-evidence/fx-2099115392950034830.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security; partly concedes METR's frame | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)"", ""role"": ""security researcher""}. See research/AUDIT-2.md and audit2-evidence/."
IF108,2026-09-12 16:57,Paul E. Williams (@PEWilliams_),Center for Public Enterprise executive director,X post,"""government accreditation of independent auditors. METR has done a lot to open up this field, but it can't be one, there will need to be many""",yes,"The answer here is obviously government accreditation of independent auditors. METR has done a lot to open up this field, but it can't be one, there will need to be many.",3577,https://x.com/PEWilliams_/status/2098818254202396944,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:22.654996+00:00; research/audit2-evidence/fx-2098818254202396944.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF109,2026-09-13 14:20,Tim Rudner (@timrudner),"incoming professor, University of Toronto; CIFAR AI chair",X post (reply to Linares),"Pushback: security experts should have a central role, but ""AI agent security is in some ways meaningfully different from traditional cybersecurity"" and ""we don't actually have the technical tools to perform reliable frontier AI oversight at scale""",no,"Greg, I understand the frustration, and I agree that security experts should play a central role in frontier AI oversight, but I also think it's important to recognize that AI agent security is in some ways meaningfully different from traditional cybersecurity.",4234,https://x.com/timrudner/status/2099141076716077278,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:23.244208+00:00; research/audit2-evidence/fx-2099141076716077278.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF110,2026-09-13 00:00,HealthRanger (@HealthRanger),Brighteon founder,X post,"""The purpose of METR is to grant frontier labs a monopoly on AI, just like the purpose of the FDA is to grant Big Pharma a monopoly on medicine""",yes,"The purpose of METR is to grant frontier labs a monopoly on AI, just like the purpose of the FDA is to grant Big Pharma a monopoly on medicine. This has literally nothing to do with ""safety"" and everything to do with MARKET MONOPOLY.",9485,https://x.com/HealthRanger/status/2098924743848005821,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:23.661600+00:00; research/audit2-evidence/fx-2098924743848005821.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF111,2026-09-12 19:49,Nagli (@galnagli),Google; formerly head of offensive AI at Wiz,X post (reply to Graham),"""you can't just 'vibe-evaluate' cyber incidents when you never did cyber before, like METR""",yes,"How can evaluators be trusted when they aren't SMEs? you can't just ""vibe-evaluate"" cyber incidents when you never did cyber before, like METR",2161,https://x.com/galnagli/status/2098861597405888728,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:24.217165+00:00; research/audit2-evidence/fx-2098861597405888728.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security; the post IF71 answers | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF112,2026-09-13 13:39,Charles Dardaman (@CharlesDardaman),security researcher; UT Dallas PhD,X post,"""METR is a fine org overall AND there are significant conflicts of interest""; asserts that a METR investigator of the Hugging Face incident is married to a former OpenAI employee who now sits on OpenAI's board",yes,METR is a fine org overall AND there are significant conflicts of interest that must be dealt with before we can pretend that they are an independent auditor ... The METR researcher who investigated the HuggingFace incident is married to previous employee and current member of OpenAI's board.,224,https://x.com/CharlesDardaman/status/2099130731565871180,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:24.827111+00:00; research/audit2-evidence/fx-2099130731565871180.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer; security; the marital claim matches facts already public and in the ledger: Ajeya Cotra, METR technical staff, is married to Paul Christiano (Wikipedia; C12), co-authored the Aug 26 HF-incident report (E35, RW15), and Christiano joined the OpenAI Foundation board Sep 9 (C11), fourteen days after the report; ""current member of OpenAI's board"" is the Foundation board plus a non-voting PBC observer seat; ""previous employee"" matches C01. Resolved 2026-09-14 from public sources only | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF113,2026-09-13 14:48,Hello Chicken (@badbirb),"CTO, anonymous",X post (reply to Linares),"""I don't trust a few thousand 'AI Safety' experts to secure much of anything ... a ridiculous endless charade""",no,"I don't trust a few thousand ""AI Safety"" experts to secure much of anything and it feels like most of us are just out here trying to keep from getting hacked while the money flows into a ridiculous endless charade",11148,https://x.com/badbirb/status/2099148154193285406,"Grok lane lead; audit-2 source re-fetched via fxtwitter 2026-09-14T07:13:25.318960+00:00; research/audit2-evidence/fx-2099148154193285406.json. Views retain the earlier snapshot, with new views recorded separately in post-comparison.csv. Earlier 00:23/01:40 UTC fetch labels are not reliable UTC provenance.","reply layer | audit-2 2026-09-14: was {""source_note"": ""fxtwitter refetch 2026-09-14 06:40 UTC (research/fx-lane9/fx_<id>.json); located by Grok G9 lane (research/grok-out/G9-thousand-metrs.csv)""}. See research/AUDIT-2.md and audit2-evidence/."
IF114,2026-08-03 16:48,Veronica Irwin (@vronirwin),Transformer senior AI policy reporter,X post,"Reports Christiano ""has switched to a part time advisor role"" at CAISI, announced internally",no,"Little scooplet: looks like Paul Christiano, once head of AI safety at CAISI, has switched to a part time advisor role.",10414,https://x.com/vronirwin/status/2084320557412057222,fxtwitter refetch 2026-09-14 07:40 UTC (research/fx-lane11/); located by Grok G11 lane (research/grok-out/G11-christiano-2026.csv),Christiano thread; C08/C13
IF115,2026-08-04 22:49,MTS (@MTSlive),news account,X post,"""Paul Christiano has resigned as Head of Safety at CAISI, and will return to the Alignment Research Center (ARC) as executive director""",no,"SITUATION DETECTED: Paul Christiano has resigned as Head of Safety at CAISI, and will return to the Alignment Research Center (ARC) as executive director.",44700,https://x.com/MTSlive/status/2084773858939453890,fxtwitter refetch 2026-09-14 07:40 UTC (research/fx-lane11/); located by Grok G11 lane (research/grok-out/G11-christiano-2026.csv),Christiano thread; C10
IF116,2026-09-09 17:05,Paul Christiano (@paulfchristiano),ARC executive director; ex-CAISI; METR's former parent-org head,X post,Announces joining the OpenAI nonprofit board and its Safety and Security Committee; says the industry is not on track to reduce loss-of-control risk to acceptable levels,no,https://x.com/i/article/2097730969369477120,2781542,https://x.com/paulfchristiano/status/2097733214303645729,fxtwitter refetch 2026-09-14 07:40 UTC (research/fx-lane11/); located by Grok G11 lane (research/grok-out/G11-christiano-2026.csv),"Sep 9, 17:05 UTC: two hours before Anthropic named METR (D-rows); C11 | audit-2 2026-09-14: was {""metr_language"": ""I am excited to be joining the OpenAI nonprofit board, serving on the Safety and Security Committee to support safety oversight. Based on the recent trajectory of capabilities and the continued difficulty of alignment ...""}. See research/AUDIT-2.md."
IF117,2026-09-12 15:18,fleetingbits (@fleetingbits),commentator,X post,"Raises the Cotra–Christiano marriage as a conflict for METR's Hugging Face investigation: ""if metr, i need to think about the fact that ajeya cotra, the person that did the investigation for the agent swarm for metr, is married to"" Christiano",yes,"if it's not clear form other posts, i would hire transluce or metr but if metr, i need to think about the fact that ajeya cotra, the person that did the investigation for the agent swarm for metr, is married to",631,https://x.com/fleetingbits/status/2098793339600433216,fxtwitter refetch 2026-09-14 07:40 UTC (research/fx-lane11/); located by Grok G11 lane (research/grok-out/G11-christiano-2026.csv),the same fact as C12 + E35; Dardaman repeats it in IF112
IF118,2026-09-12 17:14,_afrofuturist (@_afrofuturist),commentator,X post,"""the lead investigator for metr's openai-hugginface incident report is married to paul christiano who was recently"" named to the OpenAI Foundation board; calls the field ""incestuous""",yes,"the ai safety industrial complex's hubris, incestuousness and lack of reflection is astounding. the lead investigator for metr's openai- hugginface incident report is married to paul christiano who was recently",1364,https://x.com/_afrofuturist/status/2098822550012715263,fxtwitter refetch 2026-09-14 07:40 UTC (research/fx-lane11/); located by Grok G11 lane (research/grok-out/G11-christiano-2026.csv),"C12, E35, C11"
IF119,2026-09-13 08:12,Will Hackspeare (@Will_Hackspeare),commentator,X post (reply),"Defense on dates: ""Paul Christiano became a board member after the investigation had already been done, so this is not a conflict in any case""",no,"Paul Christiano became a board member after the investigation had already been done, so this is not a conflict in any case, and wouldn't be under any audit standards.",186,https://x.com/Will_Hackspeare/status/2099048639289274652,fxtwitter refetch 2026-09-14 07:40 UTC (research/fx-lane11/); located by Grok G11 lane (research/grok-out/G11-christiano-2026.csv),dates: HF report Aug 26 (E35); OpenAI Foundation board Sep 9 (C11)
IF120,2026-09-13 14:29,Brian Roemmele (@BrianRoemmele),commentator,X post,"Calls Effective Altruism ""a shady cult"", says METR ""will order who gets to use AI"", ties Barnes and Anthropic's executives to Sam Bankman-Fried",yes,"THIS CONVICT HELPED FUND A CULT THAT WAS JUST GIVEN AUTHORITY TO JUDGE AI ... METR is run by one of its founders. And METR will order who gets to use AI, for what and when. ... Convict Sam Bankman-Fried with Dario and his sister",104577,https://x.com/BrianRoemmele/status/2099143346723889411,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),"reply layer; second of five Roemmele posts Sep 13–14 (IF51 is the first); ""METR will order who gets to use AI"" has no basis in any row; no FTX or SBF money to METR or ARC appears in money_flows.csv"
IF121,2026-09-14 03:11,Brian Roemmele (@BrianRoemmele),commentator,X post,"Teases a ReadMultiplex article: ""Who is METR ... Is there a weird connection? Why yes.""",yes,"Who is METR the company that was just handed the keys to test and declare AI ""safe"". Is there a weird connection? Why yes. Read more below",46893,https://x.com/BrianRoemmele/status/2099335176287637909,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer
IF122,2026-09-13 14:34,Dean Ball (@deanwball),"OpenAI, head of strategic futures (bio: views mine)",X post,"""METR is an excellent organization and also not nearly sufficient on its own ... We should not anoint METR as the sole evaluator""",yes,METR is an excellent organization and also not nearly sufficient on its own. We need a diverse and large ecosystem of technically skilled and independent assessment bodies. ... We should not anoint METR as the sole evaluator.,55570,https://x.com/deanwball/status/2099144818165260581,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer; second OpenAI-staff post on METR located (IF67 Majmudar is the other)
IF123,2026-09-13 16:40,Justine Moore (@venturetwins),a16z partner,X post (quote),"Amplifies an anti-METR summary: ""a great summary of why METR may not be the most unbiased regulator""",yes,"Much more to find if you do some research, but this is a great summary of why METR may not be the most unbiased regulator",40985,https://x.com/venturetwins/status/2099176289265750401,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer; investor or VC; a16z is an Anthropic-round participant? not established here
IF124,2026-09-13 14:14,Gary Marcus (@GaryMarcus),AI critic,X post,"Quotes Sacks's sentence in full, including ""Stop pretending METR is independent when it is intertwined with Anthropic's investors and staff""",yes,"""stop pretending you need anyone else's permission ... Stop pretending METR is independent when it is intertwined with Anthropic's investors and staff ... Most of all, stop pretending the motivation to slow down is purely altruistic.""",37297,https://x.com/GaryMarcus/status/2099139732550914412,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer; his Substack essay is IF37
IF125,2026-09-14 01:22,Jai (@Laneless_),separatrixAI,X post (reply to Moore),"""Why did all the a16z drones decide to go after METR today?""",yes,@venturetwins Why did all the a16z drones decide to go after METR today?,52,https://x.com/Laneless_/status/2099307851235918096,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer
IF126,2026-09-14 03:23,Joshua Saxe (@joshua_saxe),Abundant Security co-founder; ex-Meta,X post (reply),"Defines independence: ""they aren't paid by the labs, the labs don't pick them, can't reject them after they've been picked, and they can, say, block a model launch""",no,"'haven't been in the orbit of the AI labs' is a bizarre criterion for 'independence'. Independence should mean they aren't paid by the labs, the labs don't pick them, can't reject them after they've been picked, and they can, say, block a model launch",222,https://x.com/joshua_saxe/status/2099338150313148797,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer; compare AE29/DR32: labs could exit the FRR pilot silently
IF127,2026-09-14 00:40,Kelly Wright (@mrkellywright),commentator,X post,"Says METR staff ""need to build a government mandated demand for their services"" and that closed labs want to kill open-source AI",yes,Temu Harry Potter et al are going to work for METR and need to build a government mandated demand for their services.,28637,https://x.com/mrkellywright/status/2099297294273392920,fxtwitter refetch 2026-09-14 07:50 UTC (research/fx-lane13/); located by Grok G13 lane (research/grok-out/G13-census-update.csv),reply layer
IF128,2026-09-14 04:05,Sam Altman (@sama),OpenAI CEO,X post,"Follow-up to ""we will do the same"": commits OpenAI to ""explicit safety cases in advance of frontier reinforcement learning runs""; evaluators become ""ideas like independent auditors"" that OpenAI is ""excited by""; names no evaluator; ""we do not believe we need to wait for an anti-trust exemption or legislation""",no,"The world deserves confidence that American companies developing increasingly capable AI will act responsibly, especially as the trajectory of progress has steepened. Every frontier lab must deliver on this, and there is no reason any of us should come to work if we cannot.  We welcome a federal fra",1709691,https://x.com/sama/status/2099348812305473766,agent S6 press sweep 2026-09-14 (research/press_sweep.csv; fxtwitter JSON in research/agents-2026-09-14/S6-press/docs/),press_sweep PR13; no evaluator named as of Sep 14
IF129,2026-09-13 19:36,Satya Nadella (@satyanadella),Microsoft CEO,X post,"Welcomes ""deliberate pacing"" and ""embedded evaluators""; governance ""cannot be controlled by a handful of entities""; names no evaluator",no,"Any pursuit of superintelligence has to be grounded in the core principle that if the AI we build is not helping humanity and under human control, it's not worth pursuing.  We also need to accelerate and spread the benefits of AI, such that they are diffused broadly across countries, communities, an",1984784,https://x.com/satyanadella/status/2099220712024408084,agent S6 press sweep 2026-09-14 (research/press_sweep.csv; fxtwitter JSON in research/agents-2026-09-14/S6-press/docs/),press_sweep PR16
